Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP13140P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC1;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13140P10TR\TSOP13140P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13140P10TR\TSOP13140P10TR.zip
TSOP13140P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC1;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13140P16TR\TSOP13140P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13140P16TR\TSOP13140P16TR.zip
TSOP13156;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC1;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82805.png;Datasheet\/ir-receiver-modules/TSOP13156\TSOP13156.pdf;Datasheet\/ir-receiver-modules/TSOP13156\TSOP13156.zip
TSOP13156DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC1;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82881.png;Datasheet\/ir-receiver-modules/TSOP13156DF1P\TSOP13156DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13156DF1P\TSOP13156DF1P.zip
TSOP13156P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC1;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13156P10TR\TSOP13156P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13156P10TR\TSOP13156P10TR.zip
TSOP13156P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC1;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13156P16TR\TSOP13156P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13156P16TR\TSOP13156P16TR.zip
TSOP13230;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13230\TSOP13230.pdf;Datasheet\/ir-receiver-modules/TSOP13230\TSOP13230.zip
TSOP13230DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13230DF1P\TSOP13230DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13230DF1P\TSOP13230DF1P.zip
TSOP13230P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13230P10TR\TSOP13230P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13230P10TR\TSOP13230P10TR.zip
TSOP13230P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82877.png;Datasheet\/ir-receiver-modules/TSOP13230P16TR\TSOP13230P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13230P16TR\TSOP13230P16TR.zip
TSOP13233;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13233\TSOP13233.pdf;Datasheet\/ir-receiver-modules/TSOP13233\TSOP13233.zip
TSOP13233DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13233DF1P\TSOP13233DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13233DF1P\TSOP13233DF1P.zip
TSOP13233P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13233P10TR\TSOP13233P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13233P10TR\TSOP13233P10TR.zip
TSOP13233P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82877.png;Datasheet\/ir-receiver-modules/TSOP13233P16TR\TSOP13233P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13233P16TR\TSOP13233P16TR.zip
TSOP13236;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13236\TSOP13236.pdf;Datasheet\/ir-receiver-modules/TSOP13236\TSOP13236.zip
TSOP13236DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13236DF1P\TSOP13236DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13236DF1P\TSOP13236DF1P.zip
TSOP13236P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13236P10TR\TSOP13236P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13236P10TR\TSOP13236P10TR.zip
TSOP13236P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82877.png;Datasheet\/ir-receiver-modules/TSOP13236P16TR\TSOP13236P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13236P16TR\TSOP13236P16TR.zip
TSOP13238;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13238\TSOP13238.pdf;Datasheet\/ir-receiver-modules/TSOP13238\TSOP13238.zip
TSOP13238DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13238DF1P\TSOP13238DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13238DF1P\TSOP13238DF1P.zip
TSOP13238P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13238P10TR\TSOP13238P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13238P10TR\TSOP13238P10TR.zip
TSOP13238P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82877.png;Datasheet\/ir-receiver-modules/TSOP13238P16TR\TSOP13238P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13238P16TR\TSOP13238P16TR.zip
TSOP13240;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sony;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13240\TSOP13240.pdf;Datasheet\/ir-receiver-modules/TSOP13240\TSOP13240.zip
TSOP13240DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sony;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13240DF1P\TSOP13240DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13240DF1P\TSOP13240DF1P.zip
TSOP13240P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sony;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13240P10TR\TSOP13240P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13240P10TR\TSOP13240P10TR.zip
TSOP13240P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sony;Remote control;Leaded;image/ir-receiver-modules/82877.png;Datasheet\/ir-receiver-modules/TSOP13240P16TR\TSOP13240P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13240P16TR\TSOP13240P16TR.zip
TSOP13256;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Cisco;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13256\TSOP13256.pdf;Datasheet\/ir-receiver-modules/TSOP13256\TSOP13256.zip
TSOP13256DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Cisco;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13256DF1P\TSOP13256DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13256DF1P\TSOP13256DF1P.zip
TSOP13256P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Cisco;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13256P10TR\TSOP13256P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13256P10TR\TSOP13256P10TR.zip
TSOP13256P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Cisco;Remote control;Leaded;image/ir-receiver-modules/82877.png;Datasheet\/ir-receiver-modules/TSOP13256P16TR\TSOP13256P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13256P16TR\TSOP13256P16TR.zip
TSOP13330;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82805.png;Datasheet\/ir-receiver-modules/TSOP13330\TSOP13330.pdf;Datasheet\/ir-receiver-modules/TSOP13330\TSOP13330.zip
TSOP13330DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82881.png;Datasheet\/ir-receiver-modules/TSOP13330DF1P\TSOP13330DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13330DF1P\TSOP13330DF1P.zip
TSOP13330P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13330P10TR\TSOP13330P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13330P10TR\TSOP13330P10TR.zip
TSOP13330P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13330P16TR\TSOP13330P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13330P16TR\TSOP13330P16TR.zip
TSOP13333;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82805.png;Datasheet\/ir-receiver-modules/TSOP13333\TSOP13333.pdf;Datasheet\/ir-receiver-modules/TSOP13333\TSOP13333.zip
TSOP13333DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82881.png;Datasheet\/ir-receiver-modules/TSOP13333DF1P\TSOP13333DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13333DF1P\TSOP13333DF1P.zip
TSOP13333P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13333P10TR\TSOP13333P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13333P10TR\TSOP13333P10TR.zip
TSOP13333P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13333P16TR\TSOP13333P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13333P16TR\TSOP13333P16TR.zip
TSOP13336;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RCMM;Remote control;Leaded;image/ir-receiver-modules/82805.png;Datasheet\/ir-receiver-modules/TSOP13336\TSOP13336.pdf;Datasheet\/ir-receiver-modules/TSOP13336\TSOP13336.zip
TSOP13336DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RCMM;Remote control;Leaded;image/ir-receiver-modules/82881.png;Datasheet\/ir-receiver-modules/TSOP13336DF1P\TSOP13336DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13336DF1P\TSOP13336DF1P.zip
TSOP13336P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RCMM;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13336P10TR\TSOP13336P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13336P10TR\TSOP13336P10TR.zip
TSOP13336P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RCMM;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13336P16TR\TSOP13336P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13336P16TR\TSOP13336P16TR.zip
TSOP13338;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RECS-80 Code;Remote control;Leaded;image/ir-receiver-modules/82805.png;Datasheet\/ir-receiver-modules/TSOP13338\TSOP13338.pdf;Datasheet\/ir-receiver-modules/TSOP13338\TSOP13338.zip
TSOP13338;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;XMP;Remote control;Leaded;image/ir-receiver-modules/82805.png;Datasheet\/ir-receiver-modules/TSOP13338\TSOP13338.pdf;Datasheet\/ir-receiver-modules/TSOP13338\TSOP13338.zip
TSOP13338DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RECS-80 Code;Remote control;Leaded;image/ir-receiver-modules/82881.png;Datasheet\/ir-receiver-modules/TSOP13338DF1P\TSOP13338DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13338DF1P\TSOP13338DF1P.zip
TSOP13338DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;XMP;Remote control;Leaded;image/ir-receiver-modules/82881.png;Datasheet\/ir-receiver-modules/TSOP13338DF1P\TSOP13338DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13338DF1P\TSOP13338DF1P.zip
TSOP13338P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RECS-80 Code;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13338P10TR\TSOP13338P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13338P10TR\TSOP13338P10TR.zip
TSOP13338P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;XMP;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13338P10TR\TSOP13338P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13338P10TR\TSOP13338P10TR.zip
TSOP13338P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RECS-80 Code;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13338P16TR\TSOP13338P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13338P16TR\TSOP13338P16TR.zip
TSOP13338P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;38;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;XMP;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13338P16TR\TSOP13338P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13338P16TR\TSOP13338P16TR.zip
TSOP13340;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82805.png;Datasheet\/ir-receiver-modules/TSOP13340\TSOP13340.pdf;Datasheet\/ir-receiver-modules/TSOP13340\TSOP13340.zip
TSOP13340DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82881.png;Datasheet\/ir-receiver-modules/TSOP13340DF1P\TSOP13340DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13340DF1P\TSOP13340DF1P.zip
TSOP13340P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13340P10TR\TSOP13340P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13340P10TR\TSOP13340P10TR.zip
TSOP13340P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;40;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13340P16TR\TSOP13340P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13340P16TR\TSOP13340P16TR.zip
TSOP13356;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82805.png;Datasheet\/ir-receiver-modules/TSOP13356\TSOP13356.pdf;Datasheet\/ir-receiver-modules/TSOP13356\TSOP13356.zip
TSOP13356DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82881.png;Datasheet\/ir-receiver-modules/TSOP13356DF1P\TSOP13356DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13356DF1P\TSOP13356DF1P.zip
TSOP13356P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82871.png;Datasheet\/ir-receiver-modules/TSOP13356P10TR\TSOP13356P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13356P10TR\TSOP13356P10TR.zip
TSOP13356P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;56;AGC3;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;r-map;Remote control;Leaded;image/ir-receiver-modules/82876.png;Datasheet\/ir-receiver-modules/TSOP13356P16TR\TSOP13356P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13356P16TR\TSOP13356P16TR.zip
TSOP13430;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13430\TSOP13430.pdf;Datasheet\/ir-receiver-modules/TSOP13430\TSOP13430.zip
TSOP13430DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13430DF1P\TSOP13430DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13430DF1P\TSOP13430DF1P.zip
TSOP13430P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13430P10TR\TSOP13430P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13430P10TR\TSOP13430P10TR.zip
TSOP13430P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;30;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82877.png;Datasheet\/ir-receiver-modules/TSOP13430P16TR\TSOP13430P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13430P16TR\TSOP13430P16TR.zip
TSOP13433;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13433\TSOP13433.pdf;Datasheet\/ir-receiver-modules/TSOP13433\TSOP13433.zip
TSOP13433DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13433DF1P\TSOP13433DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13433DF1P\TSOP13433DF1P.zip
TSOP13433P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13433P10TR\TSOP13433P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13433P10TR\TSOP13433P10TR.zip
TSOP13433P16TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;33;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82877.png;Datasheet\/ir-receiver-modules/TSOP13433P16TR\TSOP13433P16TR.pdf;Datasheet\/ir-receiver-modules/TSOP13433P16TR\TSOP13433P16TR.zip
TSOP13436;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13436\TSOP13436.pdf;Datasheet\/ir-receiver-modules/TSOP13436\TSOP13436.zip
TSOP13436;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RC-6;Remote control;Leaded;image/ir-receiver-modules/82806.png;Datasheet\/ir-receiver-modules/TSOP13436\TSOP13436.pdf;Datasheet\/ir-receiver-modules/TSOP13436\TSOP13436.zip
TSOP13436DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13436DF1P\TSOP13436DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13436DF1P\TSOP13436DF1P.zip
TSOP13436DF1P;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RC-6;Remote control;Leaded;image/ir-receiver-modules/82882.png;Datasheet\/ir-receiver-modules/TSOP13436DF1P\TSOP13436DF1P.pdf;Datasheet\/ir-receiver-modules/TSOP13436DF1P\TSOP13436DF1P.zip
TSOP13436P10TR;Enlarge;Minimold;5.4 W x 6.35 H x 4.9 D;36;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82872.png;Datasheet\/ir-receiver-modules/TSOP13436P10TR\TSOP13436P10TR.pdf;Datasheet\/ir-receiver-modules/TSOP13436P10TR\TSOP13436P10TR.zip
