Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
AY2101K29Y5SS6UV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);100;Y5S;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2101K29Y5SS6UV0\AY2101K29Y5SS6UV0.pdf;Datasheet\capacitors\AY2101K29Y5SS6UV0\AY2101K29Y5SS6UV0.zip
AY2101K29Y5SS6UV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);100;Y5S;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2101K29Y5SS6UV5\AY2101K29Y5SS6UV5.pdf;Datasheet\capacitors\AY2101K29Y5SS6UV5\AY2101K29Y5SS6UV5.zip
AY2101K29Y5SS6UV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);100;Y5S;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2101K29Y5SS6UV7\AY2101K29Y5SS6UV7.pdf;Datasheet\capacitors\AY2101K29Y5SS6UV7\AY2101K29Y5SS6UV7.zip
AY2102M29Y5US63L0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US63L0\AY2102M29Y5US63L0.pdf;Datasheet\capacitors\AY2102M29Y5US63L0\AY2102M29Y5US63L0.zip
AY2102M29Y5US63L5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;5 mm / 0.200 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US63L5\AY2102M29Y5US63L5.pdf;Datasheet\capacitors\AY2102M29Y5US63L5\AY2102M29Y5US63L5.zip
AY2102M29Y5US63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US63L7\AY2102M29Y5US63L7.pdf;Datasheet\capacitors\AY2102M29Y5US63L7\AY2102M29Y5US63L7.zip
AY2102M29Y5US63V0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US63V0\AY2102M29Y5US63V0.pdf;Datasheet\capacitors\AY2102M29Y5US63V0\AY2102M29Y5US63V0.zip
AY2102M29Y5US63V5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US63V5\AY2102M29Y5US63V5.pdf;Datasheet\capacitors\AY2102M29Y5US63V5\AY2102M29Y5US63V5.zip
AY2102M29Y5US63V7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US63V7\AY2102M29Y5US63V7.pdf;Datasheet\capacitors\AY2102M29Y5US63V7\AY2102M29Y5US63V7.zip
AY2102M29Y5US6TL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;10 mm / 0.400 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6TL0\AY2102M29Y5US6TL0.pdf;Datasheet\capacitors\AY2102M29Y5US6TL0\AY2102M29Y5US6TL0.zip
AY2102M29Y5US6TL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;5 mm / 0.200 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6TL5\AY2102M29Y5US6TL5.pdf;Datasheet\capacitors\AY2102M29Y5US6TL5\AY2102M29Y5US6TL5.zip
AY2102M29Y5US6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6TL7\AY2102M29Y5US6TL7.pdf;Datasheet\capacitors\AY2102M29Y5US6TL7\AY2102M29Y5US6TL7.zip
AY2102M29Y5US6TV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6TV0\AY2102M29Y5US6TV0.pdf;Datasheet\capacitors\AY2102M29Y5US6TV0\AY2102M29Y5US6TV0.zip
AY2102M29Y5US6TV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6TV5\AY2102M29Y5US6TV5.pdf;Datasheet\capacitors\AY2102M29Y5US6TV5\AY2102M29Y5US6TV5.zip
AY2102M29Y5US6TV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6TV7\AY2102M29Y5US6TV7.pdf;Datasheet\capacitors\AY2102M29Y5US6TV7\AY2102M29Y5US6TV7.zip
AY2102M29Y5US6UL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;10 mm / 0.400 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6UL0\AY2102M29Y5US6UL0.pdf;Datasheet\capacitors\AY2102M29Y5US6UL0\AY2102M29Y5US6UL0.zip
AY2102M29Y5US6UL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;5 mm / 0.200 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6UL5\AY2102M29Y5US6UL5.pdf;Datasheet\capacitors\AY2102M29Y5US6UL5\AY2102M29Y5US6UL5.zip
AY2102M29Y5US6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6UL7\AY2102M29Y5US6UL7.pdf;Datasheet\capacitors\AY2102M29Y5US6UL7\AY2102M29Y5US6UL7.zip
AY2102M29Y5US6UV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6UV0\AY2102M29Y5US6UV0.pdf;Datasheet\capacitors\AY2102M29Y5US6UV0\AY2102M29Y5US6UV0.zip
AY2102M29Y5US6UV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6UV5\AY2102M29Y5US6UV5.pdf;Datasheet\capacitors\AY2102M29Y5US6UV5\AY2102M29Y5US6UV5.zip
AY2102M29Y5US6UV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1000;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2102M29Y5US6UV7\AY2102M29Y5US6UV7.pdf;Datasheet\capacitors\AY2102M29Y5US6UV7\AY2102M29Y5US6UV7.zip
AY2150K29U2JS63L0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS63L0\AY2150K29U2JS63L0.pdf;Datasheet\capacitors\AY2150K29U2JS63L0\AY2150K29U2JS63L0.zip
AY2150K29U2JS63L5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;5 mm / 0.200 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS63L5\AY2150K29U2JS63L5.pdf;Datasheet\capacitors\AY2150K29U2JS63L5\AY2150K29U2JS63L5.zip
AY2150K29U2JS63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS63L7\AY2150K29U2JS63L7.pdf;Datasheet\capacitors\AY2150K29U2JS63L7\AY2150K29U2JS63L7.zip
AY2150K29U2JS63V0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS63V0\AY2150K29U2JS63V0.pdf;Datasheet\capacitors\AY2150K29U2JS63V0\AY2150K29U2JS63V0.zip
AY2150K29U2JS63V5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS63V5\AY2150K29U2JS63V5.pdf;Datasheet\capacitors\AY2150K29U2JS63V5\AY2150K29U2JS63V5.zip
AY2150K29U2JS63V7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS63V7\AY2150K29U2JS63V7.pdf;Datasheet\capacitors\AY2150K29U2JS63V7\AY2150K29U2JS63V7.zip
AY2150K29U2JS6TL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;10 mm / 0.400 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6TL0\AY2150K29U2JS6TL0.pdf;Datasheet\capacitors\AY2150K29U2JS6TL0\AY2150K29U2JS6TL0.zip
AY2150K29U2JS6TL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;5 mm / 0.200 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6TL5\AY2150K29U2JS6TL5.pdf;Datasheet\capacitors\AY2150K29U2JS6TL5\AY2150K29U2JS6TL5.zip
AY2150K29U2JS6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6TL7\AY2150K29U2JS6TL7.pdf;Datasheet\capacitors\AY2150K29U2JS6TL7\AY2150K29U2JS6TL7.zip
AY2150K29U2JS6TV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6TV0\AY2150K29U2JS6TV0.pdf;Datasheet\capacitors\AY2150K29U2JS6TV0\AY2150K29U2JS6TV0.zip
AY2150K29U2JS6TV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6TV5\AY2150K29U2JS6TV5.pdf;Datasheet\capacitors\AY2150K29U2JS6TV5\AY2150K29U2JS6TV5.zip
AY2150K29U2JS6TV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6TV7\AY2150K29U2JS6TV7.pdf;Datasheet\capacitors\AY2150K29U2JS6TV7\AY2150K29U2JS6TV7.zip
AY2150K29U2JS6UL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;10 mm / 0.400 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6UL0\AY2150K29U2JS6UL0.pdf;Datasheet\capacitors\AY2150K29U2JS6UL0\AY2150K29U2JS6UL0.zip
AY2150K29U2JS6UL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;5 mm / 0.200 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6UL5\AY2150K29U2JS6UL5.pdf;Datasheet\capacitors\AY2150K29U2JS6UL5\AY2150K29U2JS6UL5.zip
AY2150K29U2JS6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;7.5 mm / 0.300 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6UL7\AY2150K29U2JS6UL7.pdf;Datasheet\capacitors\AY2150K29U2JS6UL7\AY2150K29U2JS6UL7.zip
AY2150K29U2JS6UV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6UV0\AY2150K29U2JS6UV0.pdf;Datasheet\capacitors\AY2150K29U2JS6UV0\AY2150K29U2JS6UV0.zip
AY2150K29U2JS6UV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6UV5\AY2150K29U2JS6UV5.pdf;Datasheet\capacitors\AY2150K29U2JS6UV5\AY2150K29U2JS6UV5.zip
AY2150K29U2JS6UV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);15;U2J;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2150K29U2JS6UV7\AY2150K29U2JS6UV7.pdf;Datasheet\capacitors\AY2150K29U2JS6UV7\AY2150K29U2JS6UV7.zip
AY2151K29Y5SS63L0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS63L0\AY2151K29Y5SS63L0.pdf;Datasheet\capacitors\AY2151K29Y5SS63L0\AY2151K29Y5SS63L0.zip
AY2151K29Y5SS63L5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;5 mm / 0.200 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS63L5\AY2151K29Y5SS63L5.pdf;Datasheet\capacitors\AY2151K29Y5SS63L5\AY2151K29Y5SS63L5.zip
AY2151K29Y5SS63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS63L7\AY2151K29Y5SS63L7.pdf;Datasheet\capacitors\AY2151K29Y5SS63L7\AY2151K29Y5SS63L7.zip
AY2151K29Y5SS63V0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS63V0\AY2151K29Y5SS63V0.pdf;Datasheet\capacitors\AY2151K29Y5SS63V0\AY2151K29Y5SS63V0.zip
AY2151K29Y5SS63V5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS63V5\AY2151K29Y5SS63V5.pdf;Datasheet\capacitors\AY2151K29Y5SS63V5\AY2151K29Y5SS63V5.zip
AY2151K29Y5SS63V7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;7.5 mm / 0.300 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS63V7\AY2151K29Y5SS63V7.pdf;Datasheet\capacitors\AY2151K29Y5SS63V7\AY2151K29Y5SS63V7.zip
AY2151K29Y5SS6TL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;10 mm / 0.400 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6TL0\AY2151K29Y5SS6TL0.pdf;Datasheet\capacitors\AY2151K29Y5SS6TL0\AY2151K29Y5SS6TL0.zip
AY2151K29Y5SS6TL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;5 mm / 0.200 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6TL5\AY2151K29Y5SS6TL5.pdf;Datasheet\capacitors\AY2151K29Y5SS6TL5\AY2151K29Y5SS6TL5.zip
AY2151K29Y5SS6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;7.5 mm / 0.300 inch;Reel;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6TL7\AY2151K29Y5SS6TL7.pdf;Datasheet\capacitors\AY2151K29Y5SS6TL7\AY2151K29Y5SS6TL7.zip
AY2151K29Y5SS6TV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;10 mm / 0.400 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6TV0\AY2151K29Y5SS6TV0.pdf;Datasheet\capacitors\AY2151K29Y5SS6TV0\AY2151K29Y5SS6TV0.zip
AY2151K29Y5SS6TV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;5 mm / 0.200 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6TV5\AY2151K29Y5SS6TV5.pdf;Datasheet\capacitors\AY2151K29Y5SS6TV5\AY2151K29Y5SS6TV5.zip
AY2151K29Y5SS6TV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;7.5 mm / 0.300 inch;Reel;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6TV7\AY2151K29Y5SS6TV7.pdf;Datasheet\capacitors\AY2151K29Y5SS6TV7\AY2151K29Y5SS6TV7.zip
AY2151K29Y5SS6UL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;10 mm / 0.400 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6UL0\AY2151K29Y5SS6UL0.pdf;Datasheet\capacitors\AY2151K29Y5SS6UL0\AY2151K29Y5SS6UL0.zip
AY2151K29Y5SS6UL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;5 mm / 0.200 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6UL5\AY2151K29Y5SS6UL5.pdf;Datasheet\capacitors\AY2151K29Y5SS6UL5\AY2151K29Y5SS6UL5.zip
AY2151K29Y5SS6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;7.5 mm / 0.300 inch;Ammo;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6UL7\AY2151K29Y5SS6UL7.pdf;Datasheet\capacitors\AY2151K29Y5SS6UL7\AY2151K29Y5SS6UL7.zip
AY2151K29Y5SS6UV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;10 mm / 0.400 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6UV0\AY2151K29Y5SS6UV0.pdf;Datasheet\capacitors\AY2151K29Y5SS6UV0\AY2151K29Y5SS6UV0.zip
AY2151K29Y5SS6UV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;5 mm / 0.200 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6UV5\AY2151K29Y5SS6UV5.pdf;Datasheet\capacitors\AY2151K29Y5SS6UV5\AY2151K29Y5SS6UV5.zip
AY2151K29Y5SS6UV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);150;Y5S;7.5 mm / 0.300 inch;Ammo;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2151K29Y5SS6UV7\AY2151K29Y5SS6UV7.pdf;Datasheet\capacitors\AY2151K29Y5SS6UV7\AY2151K29Y5SS6UV7.zip
AY2152M31Y5US63L0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2152M31Y5US63L0\AY2152M31Y5US63L0.pdf;Datasheet\capacitors\AY2152M31Y5US63L0\AY2152M31Y5US63L0.zip
AY2152M31Y5US63L5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;5 mm / 0.200 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2152M31Y5US63L5\AY2152M31Y5US63L5.pdf;Datasheet\capacitors\AY2152M31Y5US63L5\AY2152M31Y5US63L5.zip
AY2152M31Y5US63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28550.png;Datasheet\capacitors\AY2152M31Y5US63L7\AY2152M31Y5US63L7.pdf;Datasheet\capacitors\AY2152M31Y5US63L7\AY2152M31Y5US63L7.zip
AY2152M31Y5US63V0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2152M31Y5US63V0\AY2152M31Y5US63V0.pdf;Datasheet\capacitors\AY2152M31Y5US63V0\AY2152M31Y5US63V0.zip
AY2152M31Y5US63V5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);1500;Y5U;5 mm / 0.200 inch;Bulk;Inline Wire;image\capacitors\28550.png;Datasheet\capacitors\AY2152M31Y5US63V5\AY2152M31Y5US63V5.pdf;Datasheet\capacitors\AY2152M31Y5US63V5\AY2152M31Y5US63V5.zip
